on:  two figures on horseback, used for showing some methods of travelling: 
on:  He accidentally set his bed on fire., used to show that a condition or process is being experienced: 
on:  Max's on holiday this week., used to show that a condition or process is being experienced: 
on:  I often get carsick when I'm on a long journey., used to show that a condition or process is being experienced: 
on:  Crime is on the increase (= is increasing) again., used to show that a condition or process is being experienced: 
on:  Their flights to Paris are on special offer at the moment., used to show that a condition or process is being experienced: 
on:  I'll be away on a training course next week., used to show that a condition or process is being experienced: 
on:  How much data can you store on the flash drive?, used to show the form in which something is recorded or performed: 
on:  When's the movie coming out on DVD?, used to show the form in which something is recorded or performed: 
on:  I was really embarrassed the first time I saw myself on film., used to show the form in which something is recorded or performed: 
on:  What's on TV tonight?, used to show the form in which something is recorded or performed: 
on:  I wish there was more jazz on the radio., used to show the form in which something is recorded or performed: 
on:  I hit my head on the shelf as I was standing up., used to show what causes pain or injury as a result of being touched: 
on:  Be careful not to cut yourself on that knife., used to show what causes pain or injury as a result of being touched: 
on:  Our house is the first on the left after the post office., to or towards: 
on:  The attack on the village lasted all night., to or towards: 
on:  I wish you wouldn't sneak up on me like that!, to or towards: 
on:  a book on pregnancy, relating to: 
on:  Her talk is on Italian women's literature., relating to: 
on:  The minister has refused to comment on the allegations., relating to: 
on:  Criticism has no effect on him., relating to: 
on:  Do the police have anything on you (= do they have any information about you that can be used against you)?, relating to: 
on:  He spent €180 on a hat., used to show something for which a payment is made: 
on:  I've wasted a lot of money on this car., used to show something for which a payment is made: 
on:  We made a big profit on that deal., used to show something for which a payment is made: 
on:  How much interest are you paying on the loan?, used to show something for which a payment is made: 
on:  We're relying on you., used to show a person or thing that is necessary for something to happen or that is the origin of something: 
on:  I might come - it depends on Andrew., used to show a person or thing that is necessary for something to happen or that is the origin of something: 
on:  Most children remain dependent on their parents while they are at university., used to show a person or thing that is necessary for something to happen or that is the origin of something: 
on:  His latest movie is based on a fairy tale., used to show a person or thing that is necessary for something to happen or that is the origin of something: 
on:  I'm working on a new book., used to show when someone is involved or taking part in something: 
"on:  ""Where had we got up to?"" ""We were on page 42.""", used to show when someone is involved or taking part in something: 
on:  I only have $70 a week to live on at the moment., used to show what is providing financial support or an income: 
on:  He retired on a generous pension from the company., used to show what is providing financial support or an income: 
"on:  She's on (= earning) £25,000 a year.", used to show what is providing financial support or an income: 
on:  What do mice live on?," used to show something that is used as food, fuel, or a drug: "
on:  Does this radio run on batteries?," used to show something that is used as food, fuel, or a drug: "
on:  Is he on drugs?," used to show something that is used as food, fuel, or a drug: "
on:  It's a small town on the Mississippi River., next to or along the side of: 
on:  Our house was on Sturton Street., next to or along the side of: 
on:  Strasbourg is on the border of France and Germany., next to or along the side of: 
on:  Have you ever served on a jury?, used to show when someone is a member of a group or organization: 
on:  There are no women on the committee., used to show when someone is a member of a group or organization: 
on:  How many people are on your staff?, used to show when someone is a member of a group or organization: 
on:  She's a researcher on a women's magazine., used to show when someone is a member of a group or organization: 
on:  I do all my household accounts on the computer.," used when referring to a tool, instrument, or system that is used to do something: "
on:  Chris is on drums and Mike's on bass guitar.," used when referring to a tool, instrument, or system that is used to do something: "
on:  I'm on (= talking on) the phone.," used when referring to a tool, instrument, or system that is used to do something: "
on:  The government suffered defeat on defeat in the local elections., used to show when something is repeated one or more times: 
on:  Wave on wave of refugees has crossed the border to escape the fighting., used to show when something is repeated one or more times: 
"on:  That's my final offer, and I can't improve on it.", used when making a comparison: 
on:  The manufacturer has never improved on the earliest model of the car., used when making a comparison: 
on:  The productivity figures are down/up on last week's., used when making a comparison: 
on:  Do you have a spare pen on you?, used to show when someone has something in a pocket or in a bag that they are carrying: 
on:  I don't have my driving licence on me., used to show when someone has something in a pocket or in a bag that they are carrying: 
"on:  Acting on information given to them anonymously, the police arrested him.", happening after and usually because of: 
on:  He inherited a quarter of a million pounds on his mother's death., happening after and usually because of: 
on:  Dinner meal is on me., used to show who is paying for something: 
on:  She had her operation done on the National Health Service., used to show who is paying for something: 
on:  The phone suddenly went dead on me., used to show who suffers when something does not operate as it should: 
on:  Their car broke down on them on the way home., used to show who suffers when something does not operate as it should: 
on:  Clive's team is on five points while Joan's is on seven., used to show the number of points a person or team has in a competition: 
on:  It's very cold so put a coat on., on your body or someone's body: 
on:  She wanders around the house with nothing on., on your body or someone's body: 
on:  Can you remember what he had on (= was wearing)?, on your body or someone's body: 
"on:  I tried on a few jackets, but none of them looked nice.", on your body or someone's body: 
on:  Screw the lid on tightly., covering the surface of something or connected to something: 
on:  Surgeons managed to sew the finger back on., covering the surface of something or connected to something: 
on:  Could you switch on the radio?, used to show when something is operating or starting to operate: 
on:  Would you turn the TV on?, used to show when something is operating or starting to operate: 
on:  You left the bedroom light on., used to show when something is operating or starting to operate: 
"on:  If her phone's busy, keep on trying.", continuing or not stopping: 
on:  Stop talking and get on with your work., continuing or not stopping: 
on:  If Elise would just hang on (= wait) a little longer she'd definitely get the promotion., continuing or not stopping: 
"on:  The noise just went on and on (= continued for a long time), and I thought it would never stop.", continuing or not stopping: 
on:  The train suddenly started moving as I was getting on.," into a bus, train, plane, etc., or in the correct position to start using some other method of travelling: "
on:  Her horse galloped off as soon as she was on.," into a bus, train, plane, etc., or in the correct position to start using some other method of travelling: "
on:  Hurry up with the make-up - I'm on in ten minutes., performing: 
on:  The audience cheered as the band came on (= came onto the stage)., performing: 
on:  They never spoke to each other from that day on (= after that day)., continuing forward in time or space: 
on:  What are you doing later on?, continuing forward in time or space: 
"on:  When you're done with it, would you pass it on to Paul?", continuing forward in time or space: 
"on:  Move on, please, and let the ambulance through.", continuing forward in time or space: 
on:  You cycle on and I'll meet you there., continuing forward in time or space: 
on:  Is the party still on for tomorrow?, happening or planned: 
"on:  I'm busy tomorrow, but I've got nothing on the day after.", happening or planned: 
on:  I've got a lot on at the moment., happening or planned: 
on:  Food had to be rationed when the war was on., happening or planned: 
on:  Are there any good movies on (= being shown) this week?, happening or planned: 
on:  It's amazing nobody was injured because the two buses crashed head on (= the front parts of the buses hit each other)., used when talking about the position of one thing compared with the position of another: 
on:  The bike hit our car side on (= hit the side of the car rather than the front or back)., used when talking about the position of one thing compared with the position of another: 
on:  It would be easier to get the bookcase through the doorway if we turned it sideways on (= turned it so that one of its sides is at the front)., used when talking about the position of one thing compared with the position of another: 
that:  I've never liked that cousin of hers.," used to refer to a person, object, idea, etc. that is separated from the speaker by space or time: "
that:  Who's that? Is that the girl you told me about?," used to refer to a person, object, idea, etc. that is separated from the speaker by space or time: "
that:  His handwriting is like that (= the writing) of a much younger child.," used to refer to a person, object, idea, etc. that is separated from the speaker by space or time: "
that:  Where's that pen (= the one I was using earlier) gone?," used to refer to something that has been mentioned or was involved earlier, or to something that is already known about: "
that:  She lives in that house at the end of Jeremy's street (= you know which one I mean).," used to refer to something that has been mentioned or was involved earlier, or to something that is already known about: "
that:  She said (that) she'd pick it up for me after work.," used to introduce a clause that reports something or gives further information, although it can often be left out: "
that:  Is it true (that) she's gone back to teaching?," used to introduce a clause that reports something or gives further information, although it can often be left out: "
"that:  We'll be there at about 7.30, provided/providing (that) there's not too much traffic."," used to introduce a clause that reports something or gives further information, although it can often be left out: "
that:  It was so dark (that) I couldn't see anything.," used to introduce a clause that reports something or gives further information, although it can often be left out: "
that:  I can't find the books (that) I got from the library.," used as the subject or object of a verb to show which person or thing you are referring to, or to add information about a person or thing just mentioned. It is used for both people and things. It can often be left out: "
that:  Is this the train that goes to Braintree?," used as the subject or object of a verb to show which person or thing you are referring to, or to add information about a person or thing just mentioned. It is used for both people and things. It can often be left out: "
that:  Have you been to the restaurant that's just opened in town?," used as the subject or object of a verb to show which person or thing you are referring to, or to add information about a person or thing just mentioned. It is used for both people and things. It can often be left out: "
that:  Smile for the camera. That's more like it (= that smile is better than before)., used to express a reaction to something: 
that:  She's too young to walk that far., as much as suggested: 
that:  It wasn't (all) that (= very) good., as much as suggested: 
by:  The motorcycle was driven by a tiny bald man., used to show the person or thing that does something: 
by:  We were amazed by what she told us., used to show the person or thing that does something: 
by:  I'm reading some short stories (written) by Chekhov., used to show the person or thing that does something: 
by:  The book was translated by a well-known author., used to show the person or thing that does something: 
by:  I felt frightened by the anger in his voice., used to show the person or thing that does something: 
by:  They travelled across Europe by train/car., used to show how something is done: 
"by:  She did the decorating (all) by herself (= alone, without help from anyone).", used to show how something is done: 
by:  We went in by (= through) the front door., used to show how something is done: 
by:  Do you want to be paid in cash or by cheque?, used to show how something is done: 
by:  He learned English by listening to the radio., used to show how something is done: 
"by:  Suddenly, she grabbed him by the arm (= took hold of this part of his body).", used to show how something is done: 
by:  I refuse to live by (= following) their rules., used to show how something is done: 
by:  A small child stood sullenly by her side., near or at the side of: 
by:  He wanted to keep her close by him always., near or at the side of: 
by:  The policewoman walked by (= past) them without saying a word., near or at the side of: 
by:  She had promised to be back by five o'clock., not later than; at or before: 
by:  The application must be in by the 31st to be accepted., not later than; at or before: 
by:  Our office floor space measured twelve metres by ten (= was twelve metres in one direction and ten in the other)., used to show measurements or amounts: 
by:  Their wages were increased by 15 percent., used to show measurements or amounts: 
by:  Freelance workers are paid by the hour (= for every hour they work)., used to show measurements or amounts: 
by:  These phones have sold by the thousand (= several thousand have been sold)., used to show measurements or amounts: 
by:  The death toll from the hurricane was climbing minute by minute/by the minute.," used to say that something increases or changes with every minute, hour, day, etc. that passes: "
by:  The credibility of the campaign has deterioriated month by month/by the month.," used to say that something increases or changes with every minute, hour, day, etc. that passes: "
by:  a minute-by-minute timeline of the incident," describing or showing what happens every minute, hour, etc.: "
"by:  The book paints a detailed, week-by-week portrait of his father's illness."," describing or showing what happens every minute, hour, etc.: "
by:  We travelled by night and rested by day., during: 
"by:  She is, by nature, a sunny, positive kind of person."," used when describing someone's character, job, etc.: "
by:  He's a plumber by trade.," used when describing someone's character, job, etc.: "
"by:  She was, by profession, a lawyer."," used when describing someone's character, job, etc.: "
"by:  ""I'd rather go later."" ""That's fine by me."""," If something is all right/fine by someone, they agree that it can happen: "
"by:  If it's all right by you, I'd like to leave now."," If something is all right/fine by someone, they agree that it can happen: "
by:  The policewoman walked by without saying a word., at the side of or (in distance or time) past: 
by:  Why don't you call in for a cup of coffee next time you're passing by?, at the side of or (in distance or time) past: 
by:  The years flew by., at the side of or (in distance or time) past: 
this:  Can you sign this form here for me?," used for a person, object, idea, etc. to show which one is referred to: "
this:  We met this girl (= the girl I am going to tell you about) in the hotel.," used for a person, object, idea, etc. to show which one is referred to: "
this:  What's this? Is this what you're looking for?," used for a person, object, idea, etc. to show which one is referred to: "
this:  What's this I hear about you moving to Scotland?," used for a person, object, idea, etc. to show which one is referred to: "
"this:  Harry, this is Joan.", used when you introduce someone to someone else: 
this:  I thought you'd be done by this time., already: 
this:  It was only about this high off the ground., as much as shown or to a particular degree: 
this:  She has never been this late for school before., as much as shown or to a particular degree: 
with:  I was with Sylvia at the time., used to say that people or things are in a place together or are doing something together: 
with:  He lives with his grandmother., used to say that people or things are in a place together or are doing something together: 
with:  He's impossible to work with., used to say that people or things are in a place together or are doing something together: 
with:  I'm going to France with a couple of friends., used to say that people or things are in a place together or are doing something together: 
"with:  Ingrid Bergman starred with Humphrey Bogart in the movie ""Casablanca"".", used to say that people or things are in a place together or are doing something together: 
with:  I left my books with Sandra., used to say that people or things are in a place together or are doing something together: 
with:  Ice cream with your apple pie?, used to say that people or things are in a place together or are doing something together: 
with:  Mix the butter with the sugar and then add the egg., used to say that people or things are in a place together or are doing something together: 
with:  I'll be with you (= I will give you my attention) in a second., used to say that people or things are in a place together or are doing something together: 
with:  She's staying with her parents (= at their house) for a few months., used to say that people or things are in a place together or are doing something together: 
with:  He's been with the department (= working in it) since 2010., used to say that people or things are in a place together or are doing something together: 
with:  He was shot at close range with a pistol., using something: 
with:  She wiped her lipstick off with a tissue., using something: 
with:  Join the two pieces together with glue., using something: 
with:  Please handle this package with care., using something: 
with:  They set up a business with the help of a bank loan., using something: 
with:  a tall woman with dark hair, having or including something: 
with:  He's married with three children., having or including something: 
"with:  They were divided into two groups, with no girls in one group and no boys in the other.", having or including something: 
with:  He spoke with a soft Irish accent., having or including something: 
"with:  We're an international company with offices in Paris, New York, and Sydney.", having or including something: 
"with:  Two coffees please, one with milk and one without.", having or including something: 
with:  He arrived in Los Angeles with nothing but the clothes he was wearing., having or including something: 
with:  He woke up with a terrible headache., having or including something: 
with:  I was second in the race with a time of 14.2 seconds., having or including something: 
with:  Both their children graduated with degrees in economics., having or including something: 
with:  How are things with you?, relating to or in the case of a person or thing: 
with:  Russia has just drawn up a trade agreement with Norway., relating to or in the case of a person or thing: 
with:  This hasn't got anything to do with you (= this is not something you should be interested in)., relating to or in the case of a person or thing: 
with:  The government's policies have not been popular with (= among) the voters., relating to or in the case of a person or thing: 
with:  He's very careless with his money., relating to or in the case of a person or thing: 
with:  She talked a lot about her relationship with Charlotte., relating to or in the case of a person or thing: 
with:  She laid the table with the best china., used to show what is on or in something: 
with:  Her blouse was spattered with blood., used to show what is on or in something: 
with:  The room was littered with toys., used to show what is on or in something: 
with:  The trucks were laden with food and medicine., used to show what is on or in something: 
with:  She filled the jug up with cream., used to show what is on or in something: 
with:  He winced with pain., because of or caused by someone or something: 
with:  I was trembling with fear., because of or caused by someone or something: 
with:  She's been at home with a bad cold for the past week., because of or caused by someone or something: 
with:  I can't work with all that noise going on., because of or caused by someone or something: 
with:  Hopes were dashed in the war-torn capital with the news that no aid would be arriving that week., because of or caused by someone or something: 
"with:  (What) with all the excitement and confusion, I forgot to say goodbye to her.", because of or caused by someone or something: 
with:  I ended up having an argument with her., against something: 
with:  She has fought a constant battle with depression throughout her career., against something: 
with:  The two countries went to war with one another over oil prices., against something: 
with:  A truck had collided with a car., against something: 
with:  I'd rather not part with my cash., used with words showing separation: 
with:  He decided to put his failed marriage behind him and make a clean break with the past., used with words showing separation: 
with:  I'd like a steak and fries with apple pie for dessert.," and, or followed by: "
with:  $200 is payable immediately with a further $100 payable on delivery.," and, or followed by: "
with:  I have nothing in common with my brother., used in comparisons: 
with:  This cake's very light compared with the last one you made., used in comparisons: 
"with:  If you want to go for a promotion, I'll be with you all the way.", supporting someone or something: 
with:  You have to decide where you stand on this issue - you're either with me or against me., supporting someone or something: 
with:  The wind was with me on the home stretch and I ran well., in the same direction as something: 
with:  This wine will improve with age., at the same rate or time as something: 
with:  Stopping distances for cars vary with the speed they are travelling at., at the same rate or time as something: 
with:  You look puzzled - are you with me?, to understand what someone is saying: 
"with:  I'm sorry, I'm not with you.", to understand what someone is saying: 
with:  Away with you! (= Go away!), used to express a wish or instruction: 
with:  Off to bed with you! (= Go to bed!), used to express a wish or instruction: 
with:  On with the show! (= Let it continue.), used to express a wish or instruction: 
with:  Down with school! (= We don't want/like it.), used to express a wish or instruction: 
i:  Am I invited?, used as the subject of a verb to refer to the person speaking or writing: 
"i:  I'm not mistaken, am I?", used as the subject of a verb to refer to the person speaking or writing: 
"i:  I'd like a coffee, please.", used as the subject of a verb to refer to the person speaking or writing: 
you:  I love you., used to refer to the person or people being spoken or written to: 
you:  You said I could go with you., used to refer to the person or people being spoken or written to: 
"you:  You're coming tonight, aren't you?", used to refer to the person or people being spoken or written to: 
you:  Are you two ready?, used to refer to the person or people being spoken or written to: 
you:  You painted that yourself? That's great!, used to refer to the person or people being spoken or written to: 
you:  You learn to accept these things as you get older., people in general: 
you:  You can't get a driving licence till you're 17 in this country., people in general: 
you:  Too much alcohol is bad for you., people in general: 
you:  How do you get this thing to start?, people in general: 
"it:  ""Where's my pen? It was on my desk a minute ago."" ""You left it by the phone."""," used as the subject of a verb, or the object of a verb or preposition, to refer to a thing, animal, situation, or idea that has already been mentioned: "
it:  The company was losing money and it had to let people go.," used as the subject of a verb, or the object of a verb or preposition, to refer to a thing, animal, situation, or idea that has already been mentioned: "
it:  The argument was upsetting for us all - I don't want to talk about it.," used as the subject of a verb, or the object of a verb or preposition, to refer to a thing, animal, situation, or idea that has already been mentioned: "
it:  Children who stay away from school do it for different reasons.," used as the subject of a verb, or the object of a verb or preposition, to refer to a thing, animal, situation, or idea that has already been mentioned: "
it:  I liked it in Scotland., used as the subject or object of a verb to represent a phrase at the end of the sentence: 
it:  I find it convenient to be able to do my banking by phone., used as the subject or object of a verb to represent a phrase at the end of the sentence: 
it:  What time is it?," used to talk about the time, date, weather, or distances: "
"it:  It was October, so it was quite cold."," used to talk about the time, date, weather, or distances: "
"it:  The design of this bag makes it the ""it-bag"" for this summer."," used for describing things or people that are very fashionable, and everyone is interested in them, wants to have them, etc.: "
not:  He's not fat!," used to form a negative phrase after verbs like ""be"", ""can"", ""have"", ""will"", ""must"", etc., usually used in the short form ""n't"" in speech: "
not:  I'm just not interested.," used to form a negative phrase after verbs like ""be"", ""can"", ""have"", ""will"", ""must"", etc., usually used in the short form ""n't"" in speech: "
not:  He's not bad-looking (= he is fairly attractive).," used to form a negative phrase after verbs like ""be"", ""can"", ""have"", ""will"", ""must"", etc., usually used in the short form ""n't"" in speech: "
not:  He's not as tall as his father.," used to form a negative phrase after verbs like ""be"", ""can"", ""have"", ""will"", ""must"", etc., usually used in the short form ""n't"" in speech: "
not:  I told you not to do that., used to give the next word or group of words a negative meaning: 
not:  I like most vegetables but not cabbage., used to give the next word or group of words a negative meaning: 
"not:  It was Yuko who said that, not Richard.", used to give the next word or group of words a negative meaning: 
"not:  ""Is he coming with us?"" ""I hope not."""," used after verbs like ""be afraid"", ""hope"", ""suspect"", etc. in short, negative replies: "
"not:  ""Are you done?"" ""I'm afraid not."""," used after verbs like ""be afraid"", ""hope"", ""suspect"", etc. in short, negative replies: "
"not:  I hope to see you there but, if not, I'll call you.", used to say what the situation will be if something does not happen: 
not:  Are you going to reply or not?, used to express the possibility that something might not happen: 
not:  I still don't know whether she's coming or not., used to express the possibility that something might not happen: 
not:  That was the best meal I've ever had - not!, sometimes used at the end of a statement to show that you did not mean what you have said: 
or:  Is it Tuesday or Wednesday today?, used to connect different possibilities: 
or:  You can pay now or when you come back to pick up the paint., used to connect different possibilities: 
or:  Are you listening to me or not?, used to connect different possibilities: 
or:  The patent was granted in (either) 1962 or 1963 - I can't quite remember which., used to connect different possibilities: 
or:  It doesn't matter whether you win or lose - it's taking part that's important., used to connect different possibilities: 
or:  There were ten or twelve (= approximately that number of) people in the room., used to connect different possibilities: 
or:  He was just kidding - or was he (= but it is possible that he was not)?, used to connect different possibilities: 
or:  The child never smiles or laughs., used after a negative verb to mean not one thing and also not another: 
"or:  You should eat more, or you'll make yourself ill.", if not: 
"or:  Rosalind, or Roz to her friends, took the initiative."," used to show that a word or phrase means the same as, or explains, limits, or corrects, another word or phrase: "
be:  What do you want to be (= what job do you want to do) when you grow up?," used to say something about a person, thing, or state, to show a permanent or temporary quality, state, job, etc.: "
"be:  Never having been ill himself, he wasn't a sympathetic listener."," used to say something about a person, thing, or state, to show a permanent or temporary quality, state, job, etc.: "
be:  The hardest part will be to find a replacement.," used to say something about a person, thing, or state, to show a permanent or temporary quality, state, job, etc.: "
be:  The general feeling is that she should be asked to leave.," used to say something about a person, thing, or state, to show a permanent or temporary quality, state, job, etc.: "
be:  If I were to refuse they'd be very annoyed., used in conditional sentences to say what might happen: 
be:  Were I to refuse they'd be very annoyed., used in conditional sentences to say what might happen: 
be:  The exhibition of modern prints is currently to be seen at the City Gallery., used to say what can happen: 
be:  Such terrible suffering should never be., to exist or live: 
be:  By the time the letter reached them their sister had ceased to be (= had died)., to exist or live: 
be:  She's studying to be a lawyer., used with the present participle of other verbs to describe actions that are or were still continuing: 
be:  I'll be coming back (= I plan to come back) on Tuesday., used with the present participle of other verbs to describe actions that are or were still continuing: 
be:  I'd like to go but I haven't been asked., used with the past participle of other verbs to form the passive: 
be:  A body has been discovered by the police., used with the past participle of other verbs to form the passive: 
are:  They're (= they are) very late., we/you/they form of
from:  What time does the flight from Amsterdam arrive?, used to show the place where someone or something starts: 
from:  The wind is coming from the north., used to show the place where someone or something starts: 
from:  She sent me a postcard from Bermuda., used to show the place where someone or something starts: 
from:  He took a handkerchief from his pocket., used to show the place where someone or something starts: 
from:  She took her hairbrush from her handbag and began to brush her hair., used to show the place where someone or something starts: 
from:  So did you really walk all the way from Smith Street?, used to show the place where someone or something starts: 
from:  Drinks will be served from seven o'clock., used to show the time when something starts or the time when it was made or first existed: 
from:  The price of petrol will rise by 5p a gallon from tomorrow., used to show the time when something starts or the time when it was made or first existed: 
from:  Most of the tapestries in this room date from the 17th century., used to show the time when something starts or the time when it was made or first existed: 
from:  The museum is open from 9.30am to 6.00pm Tuesday to Sunday., used to show the time when something starts or the time when it was made or first existed: 
from:  It's about two kilometres from the airport to your hotel., used to show the distance between two places: 
from:  We're about a mile from home., used to show the distance between two places: 
"from:  ""Where are you from?"" ""I'm from Italy.""", used to show the origin of something or someone: 
from:  I wonder who this card is from., used to show the origin of something or someone: 
from:  Could I speak to someone from the sales department?, used to show the origin of something or someone: 
from:  She keeps in touch with her friends from college., used to show the origin of something or someone: 
from:  What sort of reaction did you get from him?, used to show the origin of something or someone: 
from:  The desk is made from pine., used to show the material of which something is made: 
from:  Meringues are made from sugar and egg whites., used to show the material of which something is made: 
from:  Prices start from £2.99.," used to show the level at which a range of things begins, such as numbers or prices: "
from:  Tickets will cost from $10 to $45.," used to show the level at which a range of things begins, such as numbers or prices: "
from:  The number of people employed by the company has risen from 25 to 200 in three years.," used to show the level at which a range of things begins, such as numbers or prices: "
from:  Things went from bad to worse., used to show a change in the state of someone or something: 
from:  The story was translated from Turish to English., used to show a change in the state of someone or something: 
"from:  Since the success of her first play, she has gone from strength to strength (= her success has continued to increase).", used to show a change in the state of someone or something: 
from:  He was rushed to hospital but died from his injuries., used to show the cause of something or the reason why something happens: 
from:  She made her money from investing in property., used to show the cause of something or the reason why something happens: 
from:  You could tell she wasn't lying from the fear in her voice., used to show the cause of something or the reason why something happens: 
from:  Wearing the correct type of clothing will reduce the risk from radiation., used to show the cause of something or the reason why something happens: 
"from:  Just from looking at the clouds, I would say it's going to rain.", used to show the facts or opinions you consider before making a judgment or decision: 
from:  It's difficult to guess what they will conclude from the evidence., used to show the facts or opinions you consider before making a judgment or decision: 
from:  They were exiled from their homes during the war.," used to show that someone has left a place, or that something has been removed or taken away: "
from:  Her handbag was snatched from her in the street.," used to show that someone has left a place, or that something has been removed or taken away: "
from:  A refining process is used to extract usable fuel from crude oil.," used to show that someone has left a place, or that something has been removed or taken away: "
from:  When you subtract 3 from 16 you get 13.," If you take a smaller amount from a larger amount, you reduce the larger amount by the smaller one: "
from:  His opinion could hardly be more different from mine., used to show a difference between two people or things: 
from:  The two sisters are so similar that it's almost impossible to tell one from the other., used to show a difference between two people or things: 
from:  She was talking from her own experience of the problem.," used to show the position of something in comparison with other things, or the point of view of someone when considering a matter or problem: "
from:  They found shelter from the storm under a large oak tree., used to show what someone is being protected against: 
from:  He's been banned from driving for six months.," used to show what someone is not allowed to do or know, or what has been stopped happening: "
"from:  For many years, the truth was kept from the public."," used to show what someone is not allowed to do or know, or what has been stopped happening: "
from:  The bank loan saved her company from bankruptcy.," used to show what someone is not allowed to do or know, or what has been stopped happening: "
at:  We'll meet you at the entrance., used to show an exact position or particular place: 
at:  That bit at the beginning of the film was brilliant., used to show an exact position or particular place: 
at:  She's sitting at the table in the corner., used to show an exact position or particular place: 
at:  She was standing at the top of the stairs., used to show an exact position or particular place: 
at:  The dog came and lay down at (= next to) my feet., used to show an exact position or particular place: 
at:  There's someone at the door (= someone is outside and wants to come in)., used to show an exact position or particular place: 
at:  We spent the afternoon at a football match., used to show an exact position or particular place: 
at:  I enjoyed my three years at university., used to show an exact position or particular place: 
"at:  I called her but she was at lunch (= away, eating her lunch).", used to show an exact position or particular place: 
at:  There's a meeting at 2.30 this afternoon., used to show an exact or a particular time: 
at:  Are you free at lunchtime?, used to show an exact or a particular time: 
"at:  In theory, women can still have children at the age of 50.", used to show an exact or a particular time: 
at:  The bells ring at regular intervals through the day., used to show an exact or a particular time: 
at:  I'm busy at the moment (= now) - can you call back later?, used to show an exact or a particular time: 
at:  It's a shame I wasn't here to meet you - I was overseas at the time (= then)., used to show an exact or a particular time: 
at:  She smiled at me., in the direction of: 
at:  They waved at us as we drove by., in the direction of: 
at:  She aimed at the target., in the direction of: 
"at:  ""Look at me! Look at me!"" called the little girl.", in the direction of: 
at:  He's always shouting at the children., in the direction of: 
at:  We were surprised at the news.," used to show the cause of something, especially a feeling: "
at:  I was quite excited at the prospect.," used to show the cause of something, especially a feeling: "
at:  Why does no one ever laugh at my jokes?," used to show the cause of something, especially a feeling: "
at:  I was never very good at sports., used to show the activity in which someone's ability is being judged: 
at:  He's very good at getting on with people., used to show the activity in which someone's ability is being judged: 
at:  She's hopeless at organizing things., used to show the activity in which someone's ability is being judged: 
"at:  ""What's your email address?"" ""It's dictionary at cambridge dot org.""", the @ symbol that joins the name of a person or a department in an organization to a domain name to make an email address: 
at:  I'm not going to buy those shoes at $150!," used to show a price, temperature, rate, speed, etc.: "
at:  Inflation is running at 5 percent.," used to show a price, temperature, rate, speed, etc.: "
at:  He was driving at 120 mph when the police spotted him.," used to show a price, temperature, rate, speed, etc.: "
at:  a country at war," used to show a state, condition, or continuous activity: "
at:  children at play," used to show a state, condition, or continuous activity: "
as:  She'll soon be as tall as her mother., used in comparisons to refer to the degree of something: 
as:  I can't run as fast as you., used in comparisons to refer to the degree of something: 
as:  skin as soft as a baby's, used in comparisons to refer to the degree of something: 
as:  It's not as good as it used to be., used in comparisons to refer to the degree of something: 
as:  She works as a waitress., used to describe the purpose or quality of someone or something: 
as:  It could be used as evidence against him., used to describe the purpose or quality of someone or something: 
as:  The news came as quite a shock to us., used to describe the purpose or quality of someone or something: 
as:  I meant it as a joke., used to describe the purpose or quality of someone or something: 
"as:  As it was getting late, I decided to book into a hotel.", because: 
as:  You can go first as you're the oldest., because: 
as:  I saw him as I was coming into the building., during the time that: 
as:  He gets more attractive as he gets older., during the time that: 
"as:  He got divorced, (just) as his parents had done years before.", in the same way: 
"as:  This year, as in previous years, tickets sold very quickly.", in the same way: 
"as:  As is often the case with children, Amy was completely better by the time the doctor arrived.", in the same way: 
"as:  As I was just saying, I think the proposal needs further consideration.", in the same way: 
"as:  Knowing him as I do, I can't believe he would do such a thing.", in the same way: 
"as:  Angry as he was, he couldn't help smiling.", although: 
your:  Is this your bag?, belonging or relating to the person or group of people being spoken or written to: 
your:  It's not your fault., belonging or relating to the person or group of people being spoken or written to: 
your:  What's your problem?, belonging or relating to the person or group of people being spoken or written to: 
your:  Of course you want the best for your children., belonging or relating to people generally: 
your:  Garlic is good for your blood., belonging or relating to people generally: 
"your:  This isn't your usual science fiction novel, but then Brinkworth isn't exactly your typical author.", said before a typical example of something is given: 
"all:  She has four children, all under the age of five."," every one (of), or the complete amount or number (of), or the whole (of): "
all:  The cast all lined up on stage to take their bow.," every one (of), or the complete amount or number (of), or the whole (of): "
all:  Have you drunk all (of) the milk?," every one (of), or the complete amount or number (of), or the whole (of): "
all:  Have you drunk it all?," every one (of), or the complete amount or number (of), or the whole (of): "
all:  Now the money's all mine!," every one (of), or the complete amount or number (of), or the whole (of): "
all:  I've been trying all day/week to contact you.," every one (of), or the complete amount or number (of), or the whole (of): "
"all:  She had £2,000 under the bed and the thieves took it all."," every one (of), or the complete amount or number (of), or the whole (of): "
all:  I had to use all my powers of persuasion to get her to agree.," every one (of), or the complete amount or number (of), or the whole (of): "
all:  Remember all that trouble we had with the police last year?," every one (of), or the complete amount or number (of), or the whole (of): "
all:  So long as he's happy - that's all that matters (= the most important thing).," every one (of), or the complete amount or number (of), or the whole (of): "
all:  The judge cleared the court of all but (= everyone except) herself and the witness.," every one (of), or the complete amount or number (of), or the whole (of): "
all:  Why do you get so angry with me all the time (= very often)?," every one (of), or the complete amount or number (of), or the whole (of): "
